full_name,n_closed_issues_start,start_mean_velocity,start_median_velocity,open_issues_at_start,n_created_issues_start,n_closed_issues_end,end_mean,end_median,open_issues_at_end,difference_of_means,difference_of_medians,n_created_issues_end
apache/servicemix3,0,NaT,NaT,2,0,0,NaT,NaT,6,NaT,NaT,8
apache/sling-launchpad-comparator,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/mina,7,185 days 17:07:49.285714286,1 days 07:43:40,38,14,1,10 days 03:13:54,10 days 03:13:54,47,-176 days +10:06:04.714285714,8 days 19:30:14,5
apache/sling-org-apache-sling-jcr-jackrabbit-base,0,NaT,NaT,0,0,1,9 days 19:33:20,9 days 19:33:20,1,NaT,NaT,0
apache/karaf-decanter,30,1 days 02:06:19.133333333,0 days 03:12:17.500000,0,30,2,13 days 22:41:33,13 days 22:41:33,3,12 days 20:35:13.866666667,13 days 19:29:15.500000,7
apache/nuttx-testing,32,1 days 11:37:23.625000,0 days 07:11:13,2,33,0,NaT,NaT,3,NaT,NaT,0
apache/airavata-data-lake,0,NaT,NaT,0,0,80,0 days 02:06:01.350000,0 days 00:00:05,10,NaT,NaT,82
apache/uima-as_old,0,NaT,NaT,1,0,0,NaT,NaT,2,NaT,NaT,1
apache/cordova-blackberry,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/brooklyn,1,50 days 02:40:28,50 days 02:40:28,297,1,1,994 days 03:29:39,994 days 03:29:39,299,944 days 00:49:11,944 days 00:49:11,0
apache/sling-org-apache-sling-feature-io,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/geronimo-devtools,0,NaT,NaT,110,0,0,NaT,NaT,111,NaT,NaT,0
apache/servicecomb-kie,18,9 days 21:49:08.722222222,0 days 05:13:45.500000,11,22,26,9 days 10:33:51.307692307,0 days 15:28:41,20,-1 days +12:44:42.585470085,0 days 10:14:55.500000,29
apache/sling-org-apache-sling-scripting-console,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/predictionio-template-skeleton,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/accumulo-testing,9,147 days 00:41:35,2 days 15:59:28,22,9,44,24 days 09:46:12.863636363,0 days 19:28:29,25,-123 days +09:04:37.863636363,-2 days +03:29:01,47
apache/arrow-datafusion-python,0,NaT,NaT,0,0,101,14 days 17:08:23.742574257,3 days 19:13:19,1,NaT,NaT,113
apache/cordova-plugin-legacy-whitelist,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/calcite-avatica-go,3,0 days 12:49:09,0 days 00:07:49,0,4,2,5 days 13:02:14,5 days 13:02:14,0,5 days 00:13:05,5 days 12:54:25,2
apache/cordova-plugin-splashscreen,32,88 days 21:50:35.531250,1 days 00:18:43.500000,61,25,52,963 days 10:02:58.807692304,1202 days 05:11:39.500000,53,874 days 12:12:23.276442304,1201 days 04:52:56,8
apache/maven-common-artifact-filters,13,2 days 20:15:20.076923076,0 days 09:31:31,0,14,4,15 days 04:03:16.750000,2 days 21:00:19,0,12 days 07:47:56.673076924,2 days 11:28:48,4
apache/tomcat-taglibs-rdc,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/myfaces-html5,0,NaT,NaT,14,0,0,NaT,NaT,15,NaT,NaT,1
apache/airflow-site,93,24 days 10:14:21.935483871,0 days 01:23:16,25,98,100,15 days 03:18:48.950000,0 days 03:21:29,25,-10 days +17:04:27.014516129,0 days 01:58:13,98
apache/manifoldcf-integration-elasticsearch,0,NaT,NaT,0,0,1,5 days 21:05:52,5 days 21:05:52,1,NaT,NaT,2
apache/fluo-website,10,0 days 09:38:56.700000,0 days 01:17:28,20,11,0,NaT,NaT,20,NaT,NaT,0
apache/sling-org-apache-sling-resourcemerger,0,NaT,NaT,0,0,1,2 days 08:50:33,2 days 08:50:33,0,NaT,NaT,1
apache/struts-sandbox,0,NaT,NaT,4,0,0,NaT,NaT,13,NaT,NaT,0
apache/streampipes-extensions,9,3 days 12:48:20.444444444,1 days 16:16:58,1,9,0,NaT,NaT,0,NaT,NaT,4
apache/zetacomponents,1,0 days 00:38:59,0 days 00:38:59,97,1,0,NaT,NaT,97,NaT,NaT,0
apache/sling-org-apache-sling-jobs-it,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/sling-org-apache-sling-scripting-jsp-taglib-compat,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/sling-org-apache-sling-models-jacksonexporter,0,NaT,NaT,1,1,0,NaT,NaT,0,NaT,NaT,0
apache/nifi,685,102 days 15:15:48.868613139,5 days 20:10:31,2780,900,1289,84 days 20:00:25.339022499,3 days 06:30:30,2925,-18 days +04:44:36.470409360,-3 days +10:19:59,1471
apache/dubbo-go-samples,26,2 days 11:55:20.653846153,0 days 17:42:30.500000,0,33,92,8 days 22:12:18,0 days 12:24:30,4,6 days 10:16:57.346153847,-1 days +18:41:59.500000,93
apache/fineract-cn-teller,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/any23,30,1205 days 07:48:09.366666672,46 days 05:37:50,56,17,9,47 days 04:26:45.888888889,24 days 00:00:49,50,-1159 days +20:38:36.522222217,-23 days +18:22:59,12
apache/cxf-dosgi,0,NaT,NaT,0,0,2,66 days 15:10:03,66 days 15:10:03,0,NaT,NaT,4
apache/sling-org-apache-sling-jcr-contentparser,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/arrow-cookbook,0,NaT,NaT,0,0,45,26 days 10:03:53.911111111,2 days 10:21:52,71,NaT,NaT,64
apache/ofbiz,302,300 days 17:11:45.357615896,34 days 11:31:12.500000,1601,251,143,837 days 09:55:51.972027968,216 days 19:37:47,1568,536 days 16:44:06.614412072,182 days 08:06:34.500000,68
apache/rocketmq-dashboard,0,NaT,NaT,0,0,13,24 days 10:12:15.153846153,5 days 21:52:58,16,NaT,NaT,30
apache/sling-org-apache-sling-api,2,6 days 05:53:17.500000,6 days 05:53:17.500000,1,3,2,30 days 02:52:04.500000,30 days 02:52:04.500000,4,23 days 20:58:47,23 days 20:58:47,2
apache/dubbo-rust,0,NaT,NaT,0,0,55,11 days 17:45:47.618181818,2 days 06:42:24,5,NaT,NaT,79
apache/pulsar-test-infra,5,2 days 00:49:00.400000,1 days 15:32:56,2,7,46,69 days 13:48:10.760869565,40 days 06:34:14,21,67 days 12:59:10.360869565,38 days 15:01:18,36
apache/privacy-website,0,NaT,NaT,0,0,8,47 days 13:50:49,10 days 08:29:18.500000,2,NaT,NaT,8
apache/couchdb-couch-plugins,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/axis-axis2-java-core,91,0 days 16:28:19.516483516,0 days 01:21:05,0,93,81,8 days 21:23:47.790123456,1 days 19:50:02,3,8 days 04:55:28.273639940,1 days 18:28:57,83
apache/openwhisk-release,26,198 days 16:07:31.692307692,1 days 11:30:11,11,23,3,27 days 18:09:14.333333333,1 days 01:03:53,7,-171 days +02:01:42.641025641,-1 days +13:33:42,2
apache/archiva-redback-core,0,NaT,NaT,2,0,20,45 days 16:54:32.550000,33 days 14:23:14,13,NaT,NaT,22
apache/cxf-fediz,4,5 days 12:05:32.750000,2 days 02:26:48,29,6,12,244 days 09:58:40.500000,18 days 21:07:16.500000,30,238 days 21:53:07.750000,16 days 18:40:28.500000,16
apache/servicemix-components,0,NaT,NaT,226,0,1,25 days 01:57:25,25 days 01:57:25,232,NaT,NaT,24
apache/sling-org-apache-sling-models-api,1,406 days 21:50:03,406 days 21:50:03,2,0,2,7 days 16:57:19.500000,7 days 16:57:19.500000,1,-400 days +19:07:16.500000,-400 days +19:07:16.500000,5
apache/ratis,500,12 days 11:00:22.288000,0 days 15:52:59.500000,245,535,303,106 days 19:04:30.570957096,3 days 18:36:28,326,94 days 08:04:08.282957096,3 days 02:43:28.500000,286
apache/hadoop-hdfs,233,132 days 01:19:50.802575108,9 days 19:59:56,3036,291,145,243 days 16:38:00.179310344,13 days 02:13:13,3309,111 days 15:18:09.376735236,3 days 06:13:17,228
apache/sling-org-apache-sling-adapter,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-feature-modelconverter,1,91 days 00:59:51,91 days 00:59:51,1,0,0,NaT,NaT,0,NaT,NaT,0
apache/any23-plugins,0,NaT,NaT,0,0,4,34 days 11:13:04,20 days 21:40:06.500000,1,NaT,NaT,7
apache/servicecomb-java-chassis,310,72 days 06:12:08.167741935,1 days 23:37:26,126,319,606,307 days 10:08:27.590759076,22 days 23:52:51,326,235 days 03:56:19.423017141,21 days 00:15:25,384
apache/geode,955,48 days 23:12:03.401047120,3 days 17:55:57,1628,1018,130,92 days 10:49:50.107692308,34 days 09:37:27,1855,43 days 11:37:46.706645188,30 days 15:41:30,87
apache/sling-org-apache-sling-discovery-base,0,NaT,NaT,1,0,3,28 days 20:46:23.333333333,4 days 16:18:25,2,NaT,NaT,3
apache/joshua,1,0 days 00:14:54,0 days 00:14:54,2,1,0,NaT,NaT,2,NaT,NaT,0
apache/streams-master,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/openwhisk-wskdebug,18,21 days 02:15:55.111111111,0 days 13:55:48.500000,12,17,1,0 days 00:12:59,0 days 00:12:59,13,-22 days +21:57:03.888888889,-1 days +10:17:10.500000,4
apache/sling-aggregator,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/royale-asjs,81,20 days 13:01:56.901234568,1 days 13:19:01,139,147,7,232 days 00:42:12.714285716,111 days 06:45:19,238,211 days 11:40:15.813051148,109 days 17:26:18,13
apache/apr-iconv,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/rocketmq,336,35 days 16:41:41.369047619,2 days 03:48:12,406,406,1287,142 days 15:52:34.037296034,1 days 16:06:06,743,106 days 23:10:52.668248415,-1 days +12:17:54,1253
apache/chemistry-dotcmis,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/activemq-cli-tools,0,NaT,NaT,0,1,0,NaT,NaT,1,NaT,NaT,0
apache/shenyu-client-golang,0,NaT,NaT,0,0,21,4 days 03:07:37.952380952,0 days 10:49:49,1,NaT,NaT,22
apache/maven-ant-tasks,0,NaT,NaT,1,1,0,NaT,NaT,2,NaT,NaT,1
apache/myfaces,43,32 days 16:57:38.813953488,0 days 14:13:37,20,42,267,21 days 09:17:28.550561797,0 days 05:49:23,13,-12 days +16:19:49.736608309,-1 days +15:35:46,289
apache/datasketches-hive,0,NaT,NaT,0,1,0,NaT,NaT,0,NaT,NaT,2
apache/sling-org-apache-sling-fsresource,0,NaT,NaT,0,0,1,12 days 23:41:24,12 days 23:41:24,0,NaT,NaT,1
apache/jclouds-examples,0,NaT,NaT,0,0,8,34 days 21:23:29.875000,39 days 20:39:54.500000,7,NaT,NaT,1
apache/mynewt-newt,12,52 days 06:30:42.500000,9 days 14:35:52.500000,22,18,8,3 days 02:59:21.625000,0 days 16:38:59.500000,35,-50 days +20:28:39.125000,-9 days +02:03:07,13
apache/uima-sandbox,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,3
apache/sling-org-apache-sling-graphql-core,13,7 days 09:50:45.384615384,0 days 16:43:38,1,14,5,78 days 01:33:05.200000,0 days 22:30:55,2,70 days 15:42:19.815384616,0 days 05:47:17,5
apache/sling-org-apache-sling-adapter-annotations-it,1,2 days 22:10:00,2 days 22:10:00,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-feature-launcher,0,NaT,NaT,1,0,4,4 days 21:59:57.750000,0 days 05:21:23,3,NaT,NaT,3
apache/flink-connector-hive,0,NaT,NaT,0,0,1,0 days 00:00:27,0 days 00:00:27,0,NaT,NaT,1
apache/datasketches-memory16,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/fluo-recipes,7,2 days 01:47:19.571428571,0 days 18:33:19,15,7,0,NaT,NaT,15,NaT,NaT,0
apache/superset-site,10,2 days 07:50:45,0 days 00:59:20.500000,0,10,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-tail,0,NaT,NaT,0,0,1,60 days 12:29:33,60 days 12:29:33,1,NaT,NaT,0
apache/commons-proxy,0,NaT,NaT,2,3,3,495 days 02:59:30.333333336,734 days 03:15:03,4,NaT,NaT,10
apache/camel-quarkus-examples,15,0 days 05:18:42.600000,0 days 01:01:26,0,16,32,0 days 14:11:36.968750,0 days 01:29:50.500000,1,0 days 08:52:54.368750,0 days 00:28:24.500000,31
apache/lucenenet-site,2,0 days 00:06:17.500000,0 days 00:06:17.500000,0,2,2,0 days 00:07:14.500000,0 days 00:07:14.500000,0,0 days 00:00:57,0 days 00:00:57,2
apache/maven-wrapper,0,NaT,NaT,7,7,28,60 days 08:18:07.464285714,26 days 04:15:11,19,NaT,NaT,38
apache/qpid-proton-j,0,NaT,NaT,0,2,2,367 days 12:30:59,367 days 12:30:59,3,NaT,NaT,1
apache/ozone-go,0,NaT,NaT,0,0,1,446 days 09:51:36,446 days 09:51:36,2,NaT,NaT,0
apache/sling-org-apache-sling-models-validation-impl,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/mesos-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/iceberg-docs,0,NaT,NaT,0,0,81,6 days 11:10:32.654320987,0 days 23:48:39,4,NaT,NaT,84
apache/james-jdkim,0,NaT,NaT,6,0,1,21 days 12:58:53,21 days 12:58:53,6,NaT,NaT,1
apache/storm,121,43 days 16:10:19.644628099,6 days 18:53:02,1088,137,16,23 days 04:26:36.562500,5 days 03:10:28.500000,1170,-21 days +12:16:16.917871901,-2 days +08:17:26.500000,35
apache/sling-org-apache-sling-tenant,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/clerezza-rdf-core,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/activemq-nms-openwire-generator,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/storm-site,2,0 days 06:25:17.500000,0 days 06:25:17.500000,4,1,2,154 days 22:38:16.500000,154 days 22:38:16.500000,2,154 days 16:12:59,154 days 16:12:59,5
apache/sling-org-apache-sling-commons-metrics-rrd4j,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/turbine-core,0,NaT,NaT,0,0,6,54 days 00:20:10.833333333,55 days 10:26:50.500000,0,NaT,NaT,6
apache/flink-web,51,19 days 08:09:34.196078431,3 days 07:15:03,17,53,44,57 days 00:03:18.227272727,6 days 19:39:07,21,37 days 15:53:44.031194296,3 days 12:24:04,41
apache/infrastructure-jira-issues-importer,0,NaT,NaT,0,0,1,0 days 07:26:32,0 days 07:26:32,0,NaT,NaT,1
apache/solr-sandbox,0,NaT,NaT,0,0,21,2 days 09:43:02.523809523,0 days 05:15:27,1,NaT,NaT,22
apache/brpc,88,31 days 12:51:47.045454545,1 days 18:16:21.500000,312,170,406,412 days 17:43:13.995073896,152 days 15:05:36,545,381 days 04:51:26.949619351,150 days 20:49:14.500000,241
apache/comdev-projects,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/couchdb,236,50 days 03:30:52.711864407,0 days 07:00:15.500000,234,254,220,102 days 23:38:29.040909091,0 days 20:17:59,293,52 days 20:07:36.329044684,0 days 13:17:43.500000,214
apache/dubbo-test-tools,0,NaT,NaT,0,0,7,0 days 22:45:06.571428571,0 days 20:12:30,0,NaT,NaT,7
apache/hbase,1447,118 days 23:28:21.219073946,3 days 15:54:01,3502,1619,803,327 days 07:48:53.556662512,7 days 00:23:43,2468,208 days 08:20:32.337588566,3 days 08:29:42,733
apache/cloudstack-terraform-provider,0,NaT,NaT,0,0,2,23 days 06:27:01.500000,23 days 06:27:01.500000,8,NaT,NaT,7
apache/maven-pom-retired,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/flink-connector-elasticsearch,0,NaT,NaT,0,0,25,2 days 21:19:06.680000,0 days 06:32:03,2,NaT,NaT,28
apache/maven-doxia-sitetools,5,67 days 05:51:06.800000,0 days 22:21:59,14,3,31,41 days 06:41:07.225806451,24 days 01:14:13,15,-26 days +00:50:00.425806451,23 days 02:52:14,32
apache/pulsar-presto,2,0 days 01:45:37,0 days 01:45:37,0,2,3,13 days 22:31:28.666666666,13 days 22:28:00,2,13 days 20:45:51.666666666,13 days 20:42:23,3
apache/gobblin-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-compiler-plugin,5,119 days 05:04:47.400000,35 days 07:09:46,71,26,45,126 days 04:26:43.555555556,21 days 23:59:34,75,6 days 23:21:56.155555556,-14 days +16:49:48,51
apache/eagle,1,576 days 17:04:45,576 days 17:04:45,12,0,0,NaT,NaT,11,NaT,NaT,0
apache/cordova-plugins,0,NaT,NaT,1,0,1,2032 days 21:50:16,2032 days 21:50:16,1,NaT,NaT,0
apache/openwhisk-package-alarms,4,2 days 09:06:38.750000,0 days 05:57:02,8,5,1,0 days 00:54:07,0 days 00:54:07,9,-3 days +15:47:28.250000,-1 days +18:57:05,1
apache/datasketches-cpp,14,3 days 23:44:02.571428571,0 days 18:45:03.500000,2,16,33,5 days 06:44:40.484848484,0 days 20:21:43,2,1 days 07:00:37.913419913,0 days 01:36:39.500000,32
apache/openwhisk-client-swift,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/netbeans-mavenutils-parent,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/mina-site,0,NaT,NaT,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/jackrabbit-filevault-package-maven-plugin,6,4 days 01:52:26,0 days 14:50:00.500000,0,6,6,26 days 12:01:47.666666666,1 days 00:41:58,1,22 days 10:09:21.666666666,0 days 09:51:57.500000,7
apache/sling-org-apache-sling-servlet-helpers,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/sling-org-apache-sling-event,0,NaT,NaT,2,0,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-coho,10,18 days 15:16:20.700000,0 days 07:02:56.500000,23,9,3,32 days 19:43:57.666666666,0 days 03:29:58,23,14 days 04:27:36.966666666,-1 days +20:27:01.500000,4
apache/mynewt-nffs,0,NaT,NaT,5,0,0,NaT,NaT,5,NaT,NaT,0
apache/sling-org-apache-sling-commons-html,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/skywalking-nginx-lua,11,1 days 09:15:09.363636363,0 days 00:42:29,0,12,2,0 days 04:53:11,0 days 04:53:11,0,-2 days +19:38:01.636363637,0 days 04:10:42,2
apache/echarts-examples,6,43 days 23:01:57.333333333,37 days 14:23:57.500000,6,9,17,38 days 04:58:56.294117647,0 days 18:52:43,9,-6 days +05:56:58.960784314,-37 days +04:28:45.500000,15
apache/datasketches,3,65 days 06:37:10,1 days 20:06:02,2,3,1,0 days 10:17:03,0 days 10:17:03,1,-65 days +03:39:53,-2 days +14:11:01,1
apache/datasketches-characterization,1,9 days 21:52:00,9 days 21:52:00,0,1,1,0 days 00:51:38,0 days 00:51:38,0,-10 days +02:59:38,-10 days +02:59:38,1
apache/couchdb-hyper,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/openwhisk-podspecs,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/rocketmq-docker,1,319 days 19:44:13,319 days 19:44:13,7,0,8,24 days 12:23:17.750000,12 days 10:44:33,12,-296 days +16:39:04.750000,-308 days +15:00:20,11
apache/superset,1838,24 days 10:06:38.847660500,2 days 08:41:34,388,1970,1444,49 days 18:25:01.347645430,3 days 06:18:44,1195,25 days 08:18:22.499984930,0 days 21:37:10,1728
apache/iotdb,892,9 days 03:24:35.303811659,0 days 17:34:27,43,954,2025,6 days 11:34:57.357037037,0 days 16:20:02,237,-3 days +08:10:22.053225378,-1 days +22:45:35,2116
apache/drat,20,678 days 08:53:19.400000,771 days 23:11:58.500000,20,0,0,NaT,NaT,0,NaT,NaT,0
apache/juneau-petstore,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/shardingsphere-acceptance-test,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/openwhisk-runtime-ruby,4,0 days 06:34:38.250000,0 days 05:11:45.500000,2,4,6,177 days 18:59:53,11 days 15:04:29,4,177 days 12:25:14.750000,11 days 09:52:43.500000,4
apache/apache-website-template,0,NaT,NaT,1,0,0,NaT,NaT,3,NaT,NaT,1
apache/asterixdb-clients,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/datasketches-experimentation,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/pulsar-client-go,108,29 days 21:23:44.546296296,2 days 22:50:30,31,128,84,49 days 06:51:00.880952381,9 days 03:15:26,151,19 days 09:27:16.334656085,6 days 04:24:56,131
apache/cordova-plugin-compat,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/tomcat-maven-plugin,7,754 days 03:07:39.857142856,404 days 07:58:53,86,2,2,0 days 01:53:12,0 days 01:53:12,82,-755 days +22:45:32.142857144,-405 days +17:54:19,6
apache/npanday-its,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,1
apache/groovy-website,4,42 days 20:12:42.750000,43 days 00:49:01,4,4,4,3 days 03:53:21.750000,0 days 23:05:07.500000,4,-40 days +07:40:39,-43 days +22:16:06.500000,4
apache/flink-connector-kafka,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/cloudstack-go,0,NaT,NaT,0,0,5,37 days 10:37:42,20 days 18:32:06,8,NaT,NaT,5
apache/bigtop,154,104 days 20:52:02.824675324,3 days 05:02:19.500000,773,159,281,53 days 18:45:43.266903915,3 days 20:33:23,802,-52 days +21:53:40.442228591,0 days 15:31:03.500000,332
apache/netbeans-native-installers,0,NaT,NaT,0,0,2,22 days 10:27:52.500000,22 days 10:27:52.500000,0,NaT,NaT,3
apache/nuttx-website,21,8 days 15:01:57.095238095,0 days 00:58:50,1,21,16,9 days 19:32:59.125000,0 days 01:20:18.500000,2,1 days 04:31:02.029761905,0 days 00:21:28.500000,15
apache/brooklyn-client,1,50 days 02:33:28,50 days 02:33:28,2,0,0,NaT,NaT,1,NaT,NaT,0
apache/vcl,0,NaT,NaT,142,0,0,NaT,NaT,144,NaT,NaT,0
apache/qpid-proton,92,202 days 16:06:46.989130434,47 days 10:55:11,343,89,103,102 days 17:43:21.961165049,6 days 22:57:10,406,-100 days +01:36:34.972034615,-41 days +12:01:59,101
apache/cordova-serve,1,21 days 12:59:09,21 days 12:59:09,3,4,1,0 days 03:10:53,0 days 03:10:53,9,-22 days +14:11:44,-22 days +14:11:44,1
apache/flink-connector-pulsar,0,NaT,NaT,0,0,9,1 days 17:06:34.666666666,0 days 16:51:22,0,NaT,NaT,10
apache/xalan-c,4,1 days 00:02:55,0 days 20:55:10,64,6,1,0 days 07:55:48,0 days 07:55:48,69,-1 days +07:52:53,-1 days +11:00:38,2
apache/dubbo-docs,1,0 days 02:01:24,0 days 02:01:24,8,2,0,NaT,NaT,8,NaT,NaT,0
apache/hop-website,15,0 days 01:52:53.600000,0 days 00:17:05,0,15,24,16 days 01:42:46.666666666,0 days 00:01:59,5,15 days 23:49:53.066666666,-1 days +23:44:54,29
apache/xmlgraphics-commons,1,0 days 00:00:57,0 days 00:00:57,36,1,1,17 days 19:59:46,17 days 19:59:46,36,17 days 19:58:49,17 days 19:58:49,1
apache/openwhisk-composer,3,1 days 09:09:34.666666666,0 days 13:25:36,5,4,1,0 days 02:38:32,0 days 02:38:32,7,-2 days +17:28:57.333333334,-1 days +13:12:56,2
apache/geronimo-batchee,0,NaT,NaT,1,0,4,81 days 21:22:56,75 days 20:58:53.500000,4,NaT,NaT,7
apache/beam-starter-java,0,NaT,NaT,0,0,27,38 days 06:35:06.851851852,28 days 18:47:29,0,NaT,NaT,33
apache/sling-org-apache-sling-security,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/ignite-python-thin-client,1,3 days 21:28:24,3 days 21:28:24,0,1,6,0 days 21:14:16.833333333,0 days 01:45:40.500000,2,-4 days +23:45:52.833333333,-4 days +04:17:16.500000,7
apache/maven-rar-plugin,0,NaT,NaT,1,0,3,184 days 03:39:28,272 days 03:02:01,3,NaT,NaT,1
apache/sling-org-apache-sling-models-caconfig,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/metron-bro-plugin-kafka,2,194 days 23:51:58,194 days 23:51:58,2,1,0,NaT,NaT,1,NaT,NaT,0
apache/mina-sshd,120,48 days 03:16:47.050000,2 days 09:56:36,77,130,103,29 days 20:41:33.349514563,2 days 02:48:25,91,-19 days +17:24:46.299514563,-1 days +16:51:49,120
apache/flume-search,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,1
apache/sling-org-apache-sling-starter-content,0,NaT,NaT,1,0,2,608 days 00:24:56,608 days 00:24:56,1,NaT,NaT,2
apache/calcite,492,78 days 15:38:37.642276423,7 days 22:54:27,1246,611,309,120 days 15:57:45.637540454,10 days 16:59:00,1709,42 days 00:19:07.995264031,2 days 18:04:33,432
apache/rocketmq-client-cpp,20,60 days 18:52:45.700000,3 days 06:55:13.500000,9,24,23,73 days 11:38:00.565217391,6 days 07:12:35,46,12 days 16:45:14.865217391,3 days 00:17:21.500000,21
apache/maven-skins,0,NaT,NaT,10,0,2,0 days 00:03:07.500000,0 days 00:03:07.500000,15,NaT,NaT,3
apache/ddlutils,0,NaT,NaT,124,0,0,NaT,NaT,124,NaT,NaT,1
apache/sis-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/phoenix-queryserver,13,14 days 17:25:17.384615384,6 days 16:52:38,2,12,14,32 days 18:03:35.214285714,1 days 00:03:54.500000,9,18 days 00:38:17.829670330,-6 days +07:11:16.500000,15
apache/rocketmq-schema-registry,0,NaT,NaT,0,0,60,4 days 20:23:32.250000,1 days 13:43:20.500000,0,NaT,NaT,75
apache/james,155,62 days 22:25:16.612903226,5 days 21:13:08,393,197,89,109 days 07:46:26.033707866,10 days 22:12:54,355,46 days 09:21:09.420804640,5 days 00:59:46,84
apache/ant-ivyde,0,NaT,NaT,61,0,0,NaT,NaT,62,NaT,NaT,2
apache/flink-connector-mongodb,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/manifoldcf-integration-solr-6.x,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,1
apache/couchdb-docker,9,0 days 07:06:10.222222222,0 days 04:28:57,5,11,2,2 days 01:12:13.500000,2 days 01:12:13.500000,12,1 days 18:06:03.277777778,1 days 20:43:16.500000,3
apache/usergrid-javascript,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/commons-digester,2,18 days 07:33:39.500000,18 days 07:33:39.500000,27,10,19,168 days 22:17:37.789473684,41 days 22:57:06,39,150 days 14:43:58.289473684,23 days 15:23:26.500000,26
apache/echarts-theme-builder,10,36 days 13:09:44.800000,3 days 20:15:41,3,11,0,NaT,NaT,6,NaT,NaT,1
apache/celix,50,101 days 17:46:12.300000,8 days 09:30:06.500000,118,44,35,44 days 17:27:00.628571428,2 days 22:41:59,117,-58 days +23:40:48.328571428,-6 days +13:11:52.500000,38
apache/sentry,0,NaT,NaT,9,0,0,NaT,NaT,9,NaT,NaT,0
