full_name,n_closed_issues_start,start_mean_velocity,start_median_velocity,open_issues_at_start,n_created_issues_start,n_closed_issues_end,end_mean,end_median,open_issues_at_end,difference_of_means,difference_of_medians,n_created_issues_end
apache/calcite-avatica,6,4 days 04:07:04.166666666,3 days 23:24:53,10,9,25,162 days 14:22:53.680000,7 days 16:34:41,11,158 days 10:15:49.513333334,3 days 17:09:48,24
apache/madlib,42,70 days 10:50:01.619047619,28 days 06:52:58,1002,48,15,20 days 02:55:31.733333333,9 days 04:57:53,1008,-51 days +16:05:30.114285714,-20 days +22:04:55,15
apache/nifi-site,4,20 days 13:23:47,1 days 05:32:41.500000,3,4,12,254 days 16:28:50.833333332,68 days 13:06:09.500000,7,234 days 03:05:03.833333332,67 days 07:33:28,5
apache/beam-site,5,12 days 08:15:29.200000,9 days 23:17:46,0,6,5,9 days 19:46:08.400000,7 days 14:24:44,0,-3 days +11:30:39.200000,-3 days +15:06:58,5
apache/pluto,0,NaT,NaT,21,1,1,154 days 21:11:44,154 days 21:11:44,19,NaT,NaT,3
apache/creadur-whisker,0,NaT,NaT,8,1,24,1 days 02:19:31.791666666,0 days 11:46:16.500000,10,NaT,NaT,24
apache/openwhisk-external-resources,0,NaT,NaT,3,0,0,NaT,NaT,3,NaT,NaT,0
apache/airavata-sandbox,0,NaT,NaT,11,0,10,50 days 08:24:00.700000,33 days 04:02:36.500000,26,NaT,NaT,38
apache/dubbo-php-framework,0,NaT,NaT,17,1,0,NaT,NaT,18,NaT,NaT,0
apache/sling-org-apache-sling-commons-mime,0,NaT,NaT,0,0,1,12 days 18:52:34,12 days 18:52:34,0,NaT,NaT,2
apache/logging-parent,1,0 days 00:03:15,0 days 00:03:15,0,1,3,57 days 19:52:58.333333333,61 days 11:40:50,1,57 days 19:49:43.333333333,61 days 11:37:35,3
apache/accumulo-docker,2,0 days 05:21:33,0 days 05:21:33,1,2,10,52 days 18:52:11.800000,0 days 02:12:40.500000,2,52 days 13:30:38.800000,-1 days +20:51:07.500000,10
apache/bahir-website,1,2 days 11:58:14,2 days 11:58:14,0,1,1,0 days 00:00:22,0 days 00:00:22,0,-3 days +12:02:08,-3 days +12:02:08,1
apache/sling-org-apache-sling-distribution-journal-it,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/datasketches-vector,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-remote-resources-plugin,0,NaT,NaT,8,0,17,40 days 17:18:45.352941176,6 days 00:09:50,11,NaT,NaT,21
apache/fineract-cn-fims-web-app,0,NaT,NaT,3,0,0,NaT,NaT,4,NaT,NaT,11
apache/chainsaw,0,NaT,NaT,37,1,2,26 days 03:52:02,26 days 03:52:02,40,NaT,NaT,4
apache/whimsy-whimsical-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/flink-training,4,12 days 14:03:11.250000,5 days 03:35:11.500000,0,5,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-new-committer-and-pmc,0,NaT,NaT,1,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-jcr-jackrabbit-usermanager,0,NaT,NaT,0,0,4,10 days 03:48:37.750000,2 days 07:35:29.500000,0,NaT,NaT,4
apache/sling-org-apache-sling-scripting-thymeleaf,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,2
apache/openwhisk-test,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/nifi-standard-libraries,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/cassandra-accord,0,NaT,NaT,0,0,12,25 days 17:29:51.083333333,13 days 15:45:07.500000,3,NaT,NaT,12
apache/openwhisk-xcode,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-archetype,16,489 days 21:09:43.625000,103 days 16:19:34,67,24,7,303 days 13:22:13.714285716,202 days 22:47:10,87,-187 days +16:12:30.089285716,99 days 06:27:36,10
apache/axis-axis2-java-rampart,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,2
apache/qpid-python,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/druid,575,109 days 20:57:20.406956524,9 days 00:22:40,994,608,808,57 days 01:28:57.881188119,3 days 00:49:34.500000,1522,-53 days +04:31:37.474231595,-6 days +00:26:54.500000,895
apache/fineract-cn-mobile-wallet,0,NaT,NaT,0,0,0,NaT,NaT,4,NaT,NaT,0
apache/jackrabbit-oak,175,106 days 07:05:00.520000,5 days 02:14:23,867,201,459,169 days 17:28:24.581699348,4 days 19:29:45,1027,63 days 10:23:24.061699348,-1 days +17:15:22,432
apache/doris-thirdparty,0,NaT,NaT,0,0,18,1 days 10:20:56,0 days 10:46:55.500000,0,NaT,NaT,18
apache/mxnet-ci,9,116 days 07:59:56.777777778,40 days 21:44:55,4,8,0,NaT,NaT,9,NaT,NaT,5
apache/daffodil-schema.g8,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/openjpa,40,62 days 04:21:41.550000,1 days 03:03:23.500000,820,47,11,26 days 06:08:04.818181818,0 days 11:33:46,828,-36 days +01:46:23.268181818,-1 days +08:30:22.500000,15
apache/sling-org-apache-sling-junit-core,3,10 days 00:40:18.666666666,9 days 19:42:15,1,3,0,NaT,NaT,0,NaT,NaT,0
apache/maven-shared-resources,0,NaT,NaT,0,0,6,48 days 21:23:30.666666666,9 days 15:57:13,1,NaT,NaT,5
apache/subversion,2,6 days 09:21:49,6 days 09:21:49,0,3,0,NaT,NaT,1,NaT,NaT,0
apache/struts-site,7,14 days 17:49:29.714285714,0 days 03:20:49,0,8,15,9 days 22:19:42.066666666,0 days 01:26:23,1,-5 days +04:30:12.352380952,-1 days +22:05:34,15
apache/openwhisk-runtime-ballerina,2,156 days 01:49:35.500000,156 days 01:49:35.500000,2,1,0,NaT,NaT,0,NaT,NaT,0
apache/aries-component-dsl,0,NaT,NaT,0,0,8,101 days 17:31:15.500000,91 days 12:18:59.500000,5,NaT,NaT,9
apache/shiro,55,222 days 11:47:15.145454544,8 days 08:03:53,278,54,234,38 days 06:59:28.542735042,0 days 08:40:28,275,-185 days +19:12:13.397280498,-8 days +00:36:35,265
apache/maven-resolver-ant-tasks,2,79 days 05:17:19.500000,79 days 05:17:19.500000,2,1,0,NaT,NaT,1,NaT,NaT,1
apache/cordova-android,98,37 days 22:48:46.653061224,1 days 11:43:45.500000,94,132,66,51 days 09:13:41.909090909,1 days 12:59:16,69,13 days 10:24:55.256029685,0 days 01:15:30.500000,76
apache/logging-log4j-server,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/comdev-fosdem-static,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/db-jdo,7,544 days 11:57:37.428571432,13 days 23:13:01,43,8,17,39 days 16:38:41.117647059,6 days 23:06:19,45,-505 days +04:41:03.689075627,-8 days +23:53:18,19
apache/tapestry-5,21,93 days 09:25:41.476190476,4 days 10:58:33,194,28,6,481 days 16:06:29.333333336,69 days 23:05:33,196,388 days 06:40:47.857142860,65 days 12:07:00,10
apache/cordova-registry-web,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/directory-studio,2,0 days 00:47:43.500000,0 days 00:47:43.500000,221,7,0,NaT,NaT,200,NaT,NaT,6
apache/kyuubi,29,265 days 15:27:22.862068964,18 days 05:19:47,25,26,892,14 days 03:39:15.178251121,1 days 10:56:12.500000,177,-252 days +12:11:52.316182157,-17 days +05:36:25.500000,1005
apache/sling-org-apache-sling-cassandra,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,1
apache/cordova-discuss,3,588 days 01:32:15.666666664,303 days 09:17:52,24,1,0,NaT,NaT,22,NaT,NaT,0
apache/karaf,341,92 days 19:52:20.178885630,1 days 10:27:21,586,343,261,99 days 12:09:52.609195402,2 days 06:00:53,657,6 days 16:17:32.430309772,0 days 19:33:32,240
apache/sling-org-apache-sling-jcr-classloader,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/tcl-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/dubbo-spring-boot-project,27,10 days 17:13:14.111111111,1 days 19:47:32,21,37,1,30 days 05:20:55,30 days 05:20:55,44,19 days 12:07:40.888888889,28 days 09:33:23,1
apache/tomee-site-generator,0,NaT,NaT,0,0,9,35 days 10:18:28.111111111,31 days 07:05:48,2,NaT,NaT,11
apache/aries-cdi,23,10 days 22:13:05.608695652,0 days 10:05:48,0,28,7,61 days 20:13:24,30 days 23:54:31,5,50 days 22:00:18.391304348,30 days 13:48:43,7
apache/flex-examples,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/tcl-rivet,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/myfaces-trinidad,0,NaT,NaT,703,0,0,NaT,NaT,704,NaT,NaT,1
apache/savan,0,NaT,NaT,0,0,1,41 days 21:26:06,41 days 21:26:06,1,NaT,NaT,1
apache/sling-org-apache-sling-tracer,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/apisix-docker,31,23 days 23:40:36.096774193,3 days 23:48:31,6,48,76,34 days 09:31:44.131578947,1 days 11:36:13.500000,9,10 days 09:51:08.034804754,-3 days +11:47:42.500000,72
apache/commons-numbers,13,348 days 00:34:17.692307692,2 days 03:16:21,65,13,60,1158 days 12:02:36.416666672,1399 days 00:26:09.500000,71,810 days 11:28:18.724358980,1396 days 21:09:48.500000,15
apache/geode-kafka-connector,3,0 days 05:49:03.333333333,0 days 08:04:54,0,13,0,NaT,NaT,9,NaT,NaT,3
apache/jsecurity,0,NaT,NaT,0,0,1,160 days 21:44:14,160 days 21:44:14,0,NaT,NaT,2
apache/maven-jenkins-lib,0,NaT,NaT,0,0,3,5 days 08:24:05.666666666,0 days 18:16:02,1,NaT,NaT,3
apache/sling-org-apache-sling-jcr-maintenance,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/netbeans,773,124 days 12:32:28.452781372,7 days 21:53:06,2782,1074,546,65 days 07:47:45.542124542,4 days 23:18:15,3662,-60 days +19:15:17.089343170,-3 days +01:25:09,792
apache/matt-test,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-ide-tooling,0,NaT,NaT,1,0,4,13 days 14:59:13.750000,10 days 20:29:53,1,NaT,NaT,7
apache/phoenix,506,73 days 01:04:00.752964427,7 days 22:17:12.500000,1738,535,182,104 days 23:35:19.115384616,7 days 21:12:21,1802,31 days 22:31:18.362420189,-1 days +22:55:08.500000,198
apache/sling-org-apache-sling-caconfig-spi,0,NaT,NaT,1,0,0,NaT,NaT,0,NaT,NaT,0
apache/openwhisk,104,96 days 21:52:03.355769231,11 days 19:26:12,303,109,82,55 days 00:31:01.341463415,3 days 18:57:08.500000,360,-42 days +02:38:57.985694184,-9 days +23:30:56.500000,103
apache/shardingsphere-on-cloud,0,NaT,NaT,0,0,148,10 days 11:49:37.331081081,0 days 00:14:53.500000,2,NaT,NaT,155
apache/unomi-site,0,NaT,NaT,0,0,3,2 days 14:02:11.666666666,2 days 03:04:19,1,NaT,NaT,4
apache/kudu,47,282 days 00:26:34.042553192,105 days 20:05:44,750,64,31,256 days 21:47:34.741935484,49 days 23:44:59,817,-26 days +21:21:00.699382292,-56 days +03:39:15,56
apache/commons-statistics,0,NaT,NaT,26,3,16,501 days 23:35:32.625000,9 days 06:08:14.500000,18,NaT,NaT,12
apache/age-website,0,NaT,NaT,0,1,55,9 days 02:25:43.109090909,0 days 04:04:09,5,NaT,NaT,64
apache/maven-verifier,1,0 days 13:52:36,0 days 13:52:36,1,1,35,13 days 01:57:59.657142857,1 days 08:34:51,4,12 days 12:05:23.657142857,0 days 18:42:15,35
apache/sling-org-apache-sling-oak-restrictions,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/mynewt-imgmod,2,45 days 18:47:04,45 days 18:47:04,0,2,0,NaT,NaT,0,NaT,NaT,0
apache/mynewt-site,1,1 days 10:45:10,1 days 10:45:10,2,2,0,NaT,NaT,2,NaT,NaT,0
apache/myfaces-extval,0,NaT,NaT,14,0,0,NaT,NaT,14,NaT,NaT,0
apache/xalan-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-archetype-parent,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/druid-website,25,0 days 00:07:38.160000,0 days 00:00:08,0,25,27,0 days 00:02:33.851851851,0 days 00:00:07,0,-1 days +23:54:55.691851851,-1 days +23:59:59,27
apache/logging-log4j-transform,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/skywalking-docker,7,0 days 10:39:40.714285714,0 days 00:31:41,0,7,0,NaT,NaT,0,NaT,NaT,0
apache/stdcxx,0,NaT,NaT,351,0,0,NaT,NaT,351,NaT,NaT,0
apache/sling-org-apache-sling-resourceaccesssecurity,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-validation-core,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/echarts-wordcloud-generator,0,NaT,NaT,0,0,2,52 days 16:07:49,52 days 16:07:49,0,NaT,NaT,5
apache/flink-connector-aws,0,NaT,NaT,0,0,36,5 days 03:50:11.916666666,0 days 18:30:21,0,NaT,NaT,42
apache/sling-org-apache-sling-scripting-esx,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-rewriter,0,NaT,NaT,1,0,2,0 days 00:15:39,0 days 00:15:39,1,NaT,NaT,4
apache/maven-integration-testing,24,39 days 03:22:09.583333333,1 days 23:32:59.500000,13,29,39,33 days 23:21:06.384615384,3 days 01:47:10,25,-6 days +19:58:56.801282051,1 days 02:14:10.500000,42
apache/rocketmq-clients,0,NaT,NaT,0,0,298,3 days 17:38:12.677852349,0 days 00:41:23.500000,5,NaT,NaT,314
apache/mxnet,884,58 days 14:27:35.532805430,3 days 15:00:49,2785,1006,71,150 days 14:05:33.309859154,14 days 18:14:32,3087,91 days 23:37:57.777053724,11 days 03:13:43,66
apache/infrastructure-github-event-notifier,0,NaT,NaT,0,0,1,0 days 00:05:20,0 days 00:05:20,0,NaT,NaT,2
apache/uima-ruta,12,7 days 06:07:37.666666666,0 days 23:16:26,1,11,14,2 days 03:29:50.357142857,0 days 01:16:46.500000,0,-6 days +21:22:12.690476191,-1 days +02:00:20.500000,17
apache/skywalking-swck,16,0 days 12:53:26.437500,0 days 02:19:35,0,16,12,21 days 19:51:05.833333333,1 days 00:07:58.500000,2,21 days 06:57:39.395833333,0 days 21:48:23.500000,10
apache/juddi-styles,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/tvm,1194,18 days 12:06:46.103015075,1 days 05:29:38.500000,146,1212,1640,31 days 09:07:16.044512195,1 days 22:56:06,523,12 days 21:00:29.941497120,0 days 17:26:27.500000,1695
apache/solr-operator,40,62 days 08:49:20.650000,20 days 02:28:53.500000,32,43,52,34 days 15:07:51.961538461,6 days 22:46:16.500000,48,-28 days +06:18:31.311538461,-14 days +20:17:23,63
apache/fineract-credit-scorecard,0,NaT,NaT,0,0,3,36 days 21:47:01.333333333,36 days 16:45:07,2,NaT,NaT,5
apache/pulsar-helm-chart,42,10 days 12:24:48.809523809,2 days 02:55:37.500000,5,58,67,91 days 05:26:04.134328358,10 days 15:20:37,79,80 days 17:01:15.324804549,8 days 12:24:59.500000,70
apache/geronimo-jwt-auth,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,0
apache/knox,161,32 days 05:07:16.788819876,0 days 23:28:35,273,166,178,44 days 16:40:44.185393258,6 days 03:18:16.500000,303,12 days 11:33:27.396573382,5 days 03:49:41.500000,192
apache/couchdb-fauxton,12,208 days 15:12:09.666666668,6 days 15:08:38,52,14,22,25 days 04:34:45.727272727,2 days 15:44:33,59,-184 days +13:22:36.060606059,-4 days +00:35:55,23
apache/shardingsphere-example,1,0 days 16:45:50,0 days 16:45:50,10,4,0,NaT,NaT,13,NaT,NaT,0
apache/maven-jmod-plugin,0,NaT,NaT,8,0,0,NaT,NaT,8,NaT,NaT,0
apache/flink-ml,0,NaT,NaT,0,0,62,8 days 23:25:41.193548387,5 days 20:47:50.500000,1,NaT,NaT,68
apache/nuttx-apps,224,3 days 20:58:30.723214285,0 days 08:09:15,9,226,265,2 days 13:40:19.630188679,0 days 08:30:37,30,-2 days +16:41:48.906974394,0 days 00:21:22,271
apache/skywalking-client-js,25,9 days 12:34:06.920000,0 days 00:48:04,1,24,15,3 days 04:36:06.466666666,0 days 01:42:53,0,-7 days +16:01:59.546666666,0 days 00:54:49,15
apache/chemistry-cmislib,0,NaT,NaT,5,0,0,NaT,NaT,5,NaT,NaT,0
apache/commons-geometry,48,5 days 08:31:17.895833333,1 days 20:02:30,8,56,2,1 days 03:41:27,1 days 03:41:27,9,-5 days +19:10:09.104166667,-1 days +07:38:57,2
apache/cloudstack-kubernetes-provider,8,242 days 00:41:41.250000,289 days 16:38:32,15,8,0,NaT,NaT,9,NaT,NaT,2
apache/predictionio-template-attribute-based-classifier,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/struts,36,4 days 14:33:52.500000,2 days 11:36:59.500000,4,39,75,4 days 22:26:24.386666666,1 days 18:53:38,7,0 days 07:52:31.886666666,-1 days +07:16:38.500000,76
apache/bookkeeper,154,96 days 12:30:55.857142857,11 days 22:14:37,307,159,311,48 days 00:37:35.536977492,4 days 16:42:50,493,-49 days +12:06:39.679834635,-8 days +18:28:13,344
apache/commons-scxml,0,NaT,NaT,13,3,47,23 days 01:36:47.893617021,3 days 19:33:18,24,NaT,NaT,44
apache/maven-changes-plugin,7,868 days 01:16:12.142857136,762 days 06:14:37,33,3,2,61 days 13:07:40.500000,61 days 13:07:40.500000,30,-807 days +11:51:28.357142864,-701 days +06:53:03.500000,6
apache/jclouds-labs-openstack,1,0 days 10:46:12,0 days 10:46:12,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/openwhisk-deploy-kube,37,22 days 21:05:08.135135135,0 days 20:22:55,24,47,18,15 days 20:55:23.611111111,1 days 07:52:14.500000,32,-8 days +23:50:15.475975976,0 days 11:29:19.500000,28
apache/yunikorn-site,24,5 days 15:36:30.958333333,0 days 10:37:17.500000,0,25,84,4 days 10:01:45.773809523,2 days 02:07:17,0,-2 days +18:25:14.815476190,1 days 15:29:59.500000,85
apache/xmlbeans,3,259 days 08:30:00.666666668,175 days 06:07:30,175,3,11,7 days 15:15:36.818181818,1 days 10:42:57,157,-252 days +06:45:36.151515150,-174 days +04:35:27,19
apache/openoffice-project,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/commons-pool,33,9 days 23:56:36.575757575,2 days 02:05:22,22,33,49,4 days 17:10:38.448979591,0 days 03:10:46,23,-6 days +17:14:01.873222016,-2 days +01:05:24,52
apache/uima-uimaj,35,6 days 19:16:02.542857142,0 days 10:56:40,2,36,43,7 days 16:08:26.813953488,0 days 06:39:51,2,0 days 20:52:24.271096346,-1 days +19:43:11,55
apache/tomee-tck,2,0 days 00:23:52.500000,0 days 00:23:52.500000,0,2,0,NaT,NaT,0,NaT,NaT,0
apache/pinot,614,28 days 03:53:09.493485342,2 days 04:04:44,353,758,896,83 days 15:23:10.400669641,2 days 19:48:03.500000,950,55 days 11:30:00.907184299,0 days 15:43:19.500000,1038
apache/infrastructure-occ,0,NaT,NaT,0,0,2,0 days 00:18:51.500000,0 days 00:18:51.500000,0,NaT,NaT,2
apache/couchdb-infra-cm,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/kibble-scanners,1,0 days 19:34:40,0 days 19:34:40,2,1,0,NaT,NaT,4,NaT,NaT,0
apache/netbeans-website,24,9 days 15:13:19.833333333,0 days 11:07:08,2,28,29,5 days 12:18:40.241379310,1 days 21:31:41,2,-5 days +21:05:20.408045977,1 days 10:24:33,32
apache/fineract-cn-demo-server,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/sling-org-apache-sling-jcr-base,1,0 days 00:15:45,0 days 00:15:45,0,2,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-lib,20,193 days 15:56:05.150000,0 days 18:53:33,15,22,11,139 days 22:51:03.909090910,4 days 12:03:23,17,-54 days +06:54:58.759090910,3 days 17:09:50,13
apache/hbase-thirdparty,24,19 days 19:42:49.083333333,0 days 11:11:56.500000,2,23,8,0 days 08:40:12.375000,0 days 06:15:55,1,-20 days +12:57:23.291666667,-1 days +19:03:58.500000,8
apache/openejb,0,NaT,NaT,369,1,2,5 days 20:59:50.500000,5 days 20:59:50.500000,383,NaT,NaT,30
apache/treasurer-site,0,NaT,NaT,0,0,4,67 days 02:59:22.500000,67 days 03:36:17,0,NaT,NaT,4
apache/shardingsphere-elasticjob-cloud,5,350 days 08:00:54,304 days 02:06:53,6,2,0,NaT,NaT,3,NaT,NaT,0
apache/tvm-site,12,0 days 20:16:59.416666666,0 days 00:49:40.500000,0,12,3,0 days 00:33:26,0 days 00:03:46,1,-1 days +04:16:26.583333334,-1 days +23:14:05.500000,3
apache/sling-org-apache-sling-extensions-slf4j-mdc,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/hawq,13,27 days 13:48:14,0 days 01:41:28,284,20,9,4 days 16:53:42.777777777,0 days 06:32:27,306,-23 days +03:05:28.777777777,0 days 04:50:59,13
apache/archiva-components,0,NaT,NaT,0,0,21,19 days 05:27:10.380952381,5 days 00:03:01,5,NaT,NaT,21
apache/lucy-clownfish,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/sling-org-apache-sling-settings,2,15 days 01:16:38,15 days 01:16:38,1,1,1,3 days 15:00:54,3 days 15:00:54,0,-12 days +13:44:16,-12 days +13:44:16,1
apache/infrastructure-pelican,0,NaT,NaT,0,0,6,9 days 11:52:07,0 days 03:27:08.500000,7,NaT,NaT,9
apache/skywalking-php,0,NaT,NaT,0,0,38,1 days 06:26:14.842105263,0 days 13:36:44,0,NaT,NaT,38
apache/mynewt-core,115,20 days 14:34:42.260869565,2 days 22:05:43,73,125,58,21 days 05:56:22.620689655,1 days 15:56:05,82,0 days 15:21:40.359820090,-2 days +17:50:22,62
apache/couchdb-jaeger-passage,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/skywalking,1149,26 days 07:48:37.765013055,0 days 03:18:15,120,1100,578,18 days 18:38:27.870242214,0 days 03:33:09,62,-8 days +10:49:50.105229159,0 days 00:14:54,592
apache/sling-tooling-jenkins,2,3 days 23:47:53,3 days 23:47:53,0,2,5,3 days 07:06:38.600000,2 days 15:39:15,0,-1 days +07:18:45.600000,-2 days +15:51:22,5
apache/directory-site,5,8 days 15:14:42.800000,0 days 13:36:16,0,5,3,1 days 08:26:51,0 days 03:28:02,0,-8 days +17:12:08.200000,-1 days +13:51:46,3
apache/ozone-docker,2,4 days 06:35:38.500000,4 days 06:35:38.500000,0,2,0,NaT,NaT,0,NaT,NaT,1
apache/skywalking-booster-ui,0,NaT,NaT,0,0,101,1 days 02:27:40.574257425,0 days 00:27:29,0,NaT,NaT,101
apache/trafficserver-site,1,0 days 15:08:07,0 days 15:08:07,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/dubbo-logo,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-install-plugin,2,549 days 19:44:48,549 days 19:44:48,13,3,33,284 days 16:29:47,6 days 02:02:42,15,-266 days +20:44:59,-544 days +06:17:54,31
apache/skywalking-rocketbot-ui,54,3 days 17:13:57,0 days 02:02:12.500000,0,56,0,NaT,NaT,0,NaT,NaT,0
apache/allura-site,1,0 days 13:37:01,0 days 13:37:01,0,1,1,1 days 01:53:53,1 days 01:53:53,0,0 days 12:16:52,0 days 12:16:52,1
apache/hive,1106,78 days 17:40:02.932188066,12 days 17:42:03,6712,1408,798,81 days 02:50:53.320802005,10 days 11:17:45,7421,2 days 09:10:50.388613939,-3 days +17:35:42,1014
apache/tuscany-das,0,NaT,NaT,1,0,0,NaT,NaT,2,NaT,NaT,6
apache/sling-org-apache-sling-validation-api,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/guacamole-manual,12,40 days 18:34:15.083333333,1 days 06:13:51.500000,5,12,6,43 days 08:27:33.833333333,2 days 17:53:23,5,2 days 13:53:18.750000,1 days 11:39:31.500000,5
apache/cxf,125,33 days 00:24:49.280000,4 days 14:59:34,393,136,149,75 days 21:40:26.617449664,5 days 06:16:25,486,42 days 21:15:37.337449664,0 days 15:16:51,155
apache/servicecomb-pack,10,38 days 05:46:48.500000,1 days 04:12:07.500000,49,19,11,115 days 22:34:18.454545454,5 days 07:25:14,79,77 days 16:47:29.954545454,4 days 03:13:06.500000,10
apache/olingo-odata4,3,440 days 01:50:53.333333336,221 days 01:10:01,17,4,24,33 days 17:11:12.791666666,6 days 14:30:20,19,-407 days +15:20:19.458333330,-215 days +13:20:19,30
apache/echarts-doc,23,6 days 00:29:45.608695652,0 days 09:24:37,8,27,63,31 days 07:52:53.857142857,0 days 22:56:02,33,25 days 07:23:08.248447205,0 days 13:31:25,61
apache/griffin-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/netbeans-native-launchers,0,NaT,NaT,0,0,5,2 days 00:24:42.800000,2 days 05:26:33,0,NaT,NaT,5
apache/kibble,0,NaT,NaT,0,0,1,32 days 19:16:09,32 days 19:16:09,8,NaT,NaT,0
apache/commons-skin,0,NaT,NaT,0,0,31,6 days 03:56:40.548387096,6 days 21:13:47,0,NaT,NaT,31
apache/velocity-engine,1,4 days 21:59:52,4 days 21:59:52,3,3,2,0 days 01:18:30,0 days 01:18:30,5,-5 days +03:18:38,-5 days +03:18:38,2
apache/freemarker-generator,7,1 days 15:10:23.428571428,0 days 00:10:15,0,7,0,NaT,NaT,2,NaT,NaT,3
apache/cordova,37,155 days 22:09:26.729729730,0 days 05:56:23,1207,30,181,2014 days 19:44:05.961325984,1980 days 02:12:17,1172,1858 days 21:34:39.231596254,1979 days 20:15:54,14
apache/openwhisk-runtime-java,5,0 days 08:41:09.400000,0 days 04:59:00,23,5,7,164 days 16:40:02.428571428,1 days 10:11:06,24,164 days 07:58:53.028571428,1 days 05:12:06,5
apache/couchdb-couch-log-lager,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/ignite-3,16,3 days 17:56:44.312500,0 days 14:37:00.500000,0,22,630,39 days 21:30:49.853968254,3 days 21:37:43,83,36 days 03:34:05.541468254,3 days 07:00:42.500000,577
apache/sling-org-apache-sling-adapter-annotations,2,1 days 11:04:54.500000,1 days 11:04:54.500000,0,2,1,24 days 16:43:42,24 days 16:43:42,0,23 days 05:38:47.500000,23 days 05:38:47.500000,1
apache/ignite-web-console,0,NaT,NaT,0,0,2,51 days 00:54:01.500000,51 days 00:54:01.500000,5,NaT,NaT,16
apache/cordova-labs,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/fineract-cn-group,0,NaT,NaT,0,0,1,190 days 02:10:05,190 days 02:10:05,1,NaT,NaT,0
apache/fluo-uno,20,45 days 18:22:56.150000,0 days 05:30:22,12,18,5,1 days 18:24:04,0 days 04:14:10,11,-44 days +00:01:07.850000,-1 days +22:43:48,7
apache/maven-artifact-plugin,0,NaT,NaT,0,3,0,NaT,NaT,7,NaT,NaT,3
apache/fluo-muchos,29,132 days 10:23:46.448275862,1 days 00:29:05,30,26,0,NaT,NaT,27,NaT,NaT,0
